1,0,6e-06,5e-06
33,1e-06,5e-06,5e-06
65,1e-06,6e-06,5e-06
97,1e-06,7e-06,6e-06
129,2e-06,8e-06,6e-06
161,2e-06,9e-06,7e-06
193,3e-06,1e-05,7e-06
225,3e-06,1e-05,7e-06
257,3e-06,1.1e-05,7e-06
289,4e-06,1.2e-05,8e-06
321,4e-06,1.3e-05,8e-06
353,5e-06,1.4e-05,8e-06
385,5e-06,1.4e-05,8e-06
417,6e-06,1.5e-05,9e-06
449,6e-06,1.6e-05,9e-06
481,7e-06,1.7e-05,1e-05
513,7e-06,1.8e-05,1e-05
545,8e-06,1.8e-05,1.1e-05
577,8e-06,1.9e-05,1.1e-05
609,8e-06,2e-05,1.1e-05
641,9e-06,2e-05,1.1e-05
673,9e-06,2.1e-05,1.2e-05
705,1e-05,2.2e-05,1.2e-05
737,1e-05,2.3e-05,1.3e-05
769,1.1e-05,2.4e-05,1.4e-05
801,1.1e-05,2.5e-05,1.4e-05
833,1.2e-05,2.6e-05,1.5e-05
865,1.2e-05,2.6e-05,1.5e-05
897,1.3e-05,2.7e-05,1.6e-05
929,1.3e-05,2.7e-05,1.6e-05
961,1.4e-05,2.8e-05,1.7e-05
993,1.4e-05,2.9e-05,1.7e-05
1025,1.4e-05,2.9e-05,1.7e-05
1057,1.5e-05,3e-05,1.7e-05
1089,1.5e-05,3e-05,1.7e-05
1121,1.6e-05,3.1e-05,1.7e-05
1153,1.6e-05,3.2e-05,1.8e-05
1185,1.7e-05,3.3e-05,1.8e-05
1217,1.7e-05,3.4e-05,1.9e-05
1249,1.8e-05,3.4e-05,1.8e-05
1281,1.8e-05,3.5e-05,1.9e-05
1313,1.9e-05,3.5e-05,1.8e-05
1345,1.9e-05,3.6e-05,2e-05
1377,2e-05,3.7e-05,1.9e-05
1409,2e-05,3.7e-05,2.1e-05
1441,2e-05,3.9e-05,2.1e-05
1473,2.1e-05,3.9e-05,2.2e-05
1505,2.1e-05,4e-05,2.2e-05
1537,2.2e-05,4.1e-05,2.2e-05
1569,2.2e-05,4.1e-05,2.2e-05
1601,2.3e-05,4.2e-05,2.2e-05
1633,2.3e-05,4.2e-05,2.2e-05
1665,2.4e-05,4.3e-05,2.3e-05
1697,2.4e-05,4.4e-05,2.3e-05
1729,2.4e-05,4.5e-05,2.4e-05
1761,2.5e-05,4.5e-05,2.4e-05
1793,2.6e-05,4.6e-05,2.4e-05
1825,2.6e-05,4.7e-05,2.4e-05
1857,2.6e-05,4.7e-05,2.5e-05
1889,2.7e-05,4.8e-05,2.5e-05
1921,2.7e-05,4.8e-05,2.6e-05
1953,2.8e-05,4.9e-05,2.5e-05
1985,2.8e-05,5e-05,2.6e-05
2017,2.9e-05,5.1e-05,2.7e-05
2049,3.1e-05,6.5e-05,3.7e-05
2081,3.1e-05,6.5e-05,3.7e-05
2113,3.1e-05,6.5e-05,3.8e-05
2145,3.2e-05,6.6e-05,3.8e-05
2177,3.2e-05,6.7e-05,3.9e-05
2209,3.3e-05,6.8e-05,3.9e-05
2241,3.3e-05,6.9e-05,4e-05
2273,3.4e-05,6.9e-05,3.9e-05
2305,3.4e-05,7e-05,4e-05
2337,3.4e-05,7.1e-05,4e-05
2369,3.5e-05,7.2e-05,4e-05
2401,3.5e-05,7.2e-05,4.1e-05
2433,3.5e-05,7.3e-05,4.2e-05
2465,3.6e-05,7.4e-05,4.2e-05
2497,3.7e-05,7.4e-05,4.2e-05
2529,3.7e-05,7.5e-05,4.3e-05
2561,3.8e-05,7.6e-05,4.2e-05
2593,3.8e-05,7.7e-05,4.3e-05
2625,3.9e-05,7.7e-05,4.2e-05
2657,3.9e-05,7.7e-05,4.2e-05
2689,4e-05,7.9e-05,4.3e-05
