1,0,0,1e-06
17,0,2e-06,1e-06
33,0,3e-06,1e-06
49,1e-06,3e-06,1e-06
65,1e-06,3e-06,2e-06
81,1e-06,4e-06,2e-06
97,2e-06,4e-06,2e-06
113,2e-06,5e-06,2e-06
129,3e-06,5e-06,2e-06
145,3e-06,5e-06,2e-06
161,3e-06,6e-06,3e-06
177,4e-06,6e-06,3e-06
193,4e-06,6e-06,3e-06
209,5e-06,7e-06,3e-06
225,5e-06,7e-06,3e-06
241,6e-06,7e-06,3e-06
257,7e-06,8e-06,3e-06
273,7e-06,8e-06,3e-06
289,8e-06,8e-06,3e-06
305,8e-06,8e-06,4e-06
321,9e-06,9e-06,4e-06
337,9e-06,9e-06,4e-06
353,1e-05,9e-06,4e-06
369,1.1e-05,1e-05,4e-06
385,1.1e-05,1e-05,4e-06
401,1.2e-05,1e-05,4e-06
417,1.3e-05,1.1e-05,5e-06
433,1.4e-05,1.1e-05,5e-06
449,1.5e-05,1.2e-05,6e-06
465,1.6e-05,1.3e-05,6e-06
481,1.5e-05,1.5e-05,8e-06
497,1.6e-05,1.5e-05,8e-06
513,1.6e-05,1.6e-05,8e-06
529,1.8e-05,1.7e-05,9e-06
545,1.8e-05,1.8e-05,1e-05
561,1.9e-05,1.8e-05,1e-05
577,2.1e-05,1.7e-05,9e-06
593,2.4e-05,1.9e-05,1.1e-05
609,2.5e-05,1.9e-05,1e-05
625,2.9e-05,2e-05,1.1e-05
641,2.9e-05,2.1e-05,1.2e-05
657,3.2e-05,2.2e-05,1.2e-05
673,3.2e-05,2.3e-05,1.3e-05
689,3.5e-05,2.3e-05,1.3e-05
705,3.7e-05,2.3e-05,1.4e-05
721,3.9e-05,2.4e-05,1.3e-05
737,3.7e-05,2.5e-05,1.4e-05
753,4.3e-05,2.6e-05,1.6e-05
769,4.7e-05,2.6e-05,1.5e-05
785,4.5e-05,2.7e-05,1.6e-05
801,5e-05,2.8e-05,1.7e-05
817,4.4e-05,2.7e-05,1.5e-05
833,5e-05,2.9e-05,1.8e-05
849,5.6e-05,3e-05,1.8e-05
865,5.6e-05,3e-05,1.8e-05
881,6.1e-05,3.2e-05,2e-05
897,6.4e-05,3.2e-05,2e-05
913,6.8e-05,3.3e-05,1.9e-05
929,5.3e-05,3.5e-05,2.1e-05
945,7e-05,3.3e-05,2.2e-05
961,5.2e-05,3.4e-05,2.1e-05
977,6.2e-05,3.5e-05,2.3e-05
993,7.4e-05,3.6e-05,2.2e-05
1009,8.3e-05,3.8e-05,2.3e-05
1025,8.3e-05,3.8e-05,2.6e-05
1041,8.5e-05,3.7e-05,2.4e-05
1057,8.4e-05,3.9e-05,2.5e-05
1073,6.4e-05,3.8e-05,2.6e-05
1089,8.2e-05,4e-05,2.6e-05
1105,7.3e-05,4.1e-05,2.7e-05
1121,9.3e-05,4e-05,2.7e-05
1137,7e-05,4.3e-05,2.8e-05
1153,8.3e-05,4.4e-05,3e-05
1169,8.6e-05,4.4e-05,2.8e-05
1185,0.0001,4.2e-05,2.9e-05
1201,7.1e-05,4.4e-05,2.9e-05
1217,8.5e-05,4.6e-05,3e-05
1233,0.000105,4.7e-05,2.8e-05
1249,0.000104,4.7e-05,3.2e-05
1265,0.000118,4.9e-05,3.2e-05
1281,0.000109,4.9e-05,3e-05
1297,0.000104,5.1e-05,3.1e-05
1313,8.4e-05,5.2e-05,3.5e-05
1329,0.000114,5.1e-05,3.4e-05
1345,0.000113,5.2e-05,3.5e-05
1361,0.000106,5.3e-05,3.5e-05
1377,0.000109,5.3e-05,3.3e-05
1393,0.000127,5.6e-05,3.7e-05
1409,0.000128,5.4e-05,3.6e-05
1425,0.00012,5.4e-05,3.6e-05
1441,0.000119,5.4e-05,3.6e-05
1457,0.000132,5.8e-05,3.9e-05
1473,0.000127,5.7e-05,3.8e-05
1489,0.00012,5.8e-05,4e-05
1505,0.00014,5.9e-05,3.7e-05
1521,0.000123,6.1e-05,3.8e-05
1537,0.000128,5.6e-05,3.9e-05
1553,0.000138,6.1e-05,3.8e-05
1569,0.000127,5.8e-05,4.3e-05
1585,0.000144,6.2e-05,4e-05
1601,0.000144,6.3e-05,4.4e-05
1617,0.00013,6.1e-05,4.4e-05
1633,0.000149,6.5e-05,4.1e-05
1649,0.000157,6.4e-05,4.4e-05
1665,0.000153,6.4e-05,4.3e-05
1681,0.000151,6.6e-05,4.6e-05
1697,0.000146,6.4e-05,4.5e-05
1713,0.000152,6.9e-05,4.3e-05
1729,0.00016,6.8e-05,4.8e-05
1745,0.000169,7e-05,4.8e-05
1761,0.000129,6.7e-05,4.3e-05
1777,0.000158,6.7e-05,4.6e-05
1793,0.000136,7e-05,4.8e-05
1809,0.000166,7.1e-05,4.8e-05
1825,0.000148,7.3e-05,5e-05
1841,0.000153,6.9e-05,5.2e-05
1857,0.000172,7.5e-05,4.7e-05
1873,0.000174,7.2e-05,5.2e-05
1889,0.000172,7e-05,4.8e-05
1905,0.000179,7.4e-05,4.8e-05
1921,0.000182,7.2e-05,4.7e-05
1937,0.000182,7.6e-05,4.8e-05
1953,0.000177,7.7e-05,5.4e-05
1969,0.000183,7.9e-05,5e-05
1985,0.000188,7.9e-05,5.5e-05
2001,0.000182,8e-05,5.5e-05
2017,0.000177,8e-05,5e-05
2033,0.000193,7.9e-05,5.4e-05
